Country,Year,Methane_Co2_Equivalent_in_Kt,MethaneDeviation,GDP,Country Code,IncomeGroup,Region,lat,lon,TotalEmissions,
Bolivia,1986,18697.5,2.27,3525,BOL,Lower middle income,Latin America & Caribbean,-16.4989,-68.13313,906897,0.02
Brazil,1986,289242,4.45,11079,BRA,Upper middle income,Latin America & Caribbean,-15.77843,-47.92866,14049996,0.04
Barbados,1986,107.973,3.4,12619,BRB,High income,Latin America & Caribbean,13.11202,-59.61269,4667,0.03
Brunei,1986,3280.3,0.58,82425,BRN,High income,East Asia & Pacific,4.8919,114.94044,163011,0.01
Bhutan,1986,932.933,2.14,1534,BTN,Lower middle income,South Asia,27.4682,89.66189,43578,0.02
Botswana,1986,3916.36,-3.2,6065,BWA,Upper middle income,Sub-Saharan Africa,-24.65527,25.91907,198601,-0.03
Central African Republic,1986,26604.3,3.19,991,CAF,Low income,Sub-Saharan Africa,6.61404,20.65731,1720740,0.03
Canada,1986,73266.9,-0.55,29482,CAN,High income,North America,45.42179,-75.69119,3779435,-0.01
Switzerland,1986,5658.56,-0.01,42899,CHE,High income,Europe & Central Asia,46.94843,7.44046,227834,0
Chile,1986,11063.7,0.52,7483,CHL,High income,Latin America & Caribbean,-33.43724,-70.65002,614035,0.01
China,1986,925594,1.87,1604,CHN,Upper middle income,East Asia & Pacific,39.90469,116.40708,45917251,0.02
Cameroon,1986,14152.2,14.55,3821,CMR,Lower middle income,Sub-Saharan Africa,3.86796,11.51695,568560,0.15
Colombia,1986,45353.3,2.39,6887,COL,Upper middle income,Latin America & Caribbean,4.61495,-74.06938,2178243,0.02
Comoros,1986,170.872,0.39,1703,COM,Low income,Sub-Saharan Africa,-11.69219,43.25921,8571,0
Cabo Verde,1986,63.0441,7.31,1474,CPV,Lower middle income,Sub-Saharan Africa,17.0545,-25.17401,3792,0.07
Costa Rica,1986,3840.69,-0.72,6851,CRI,Upper middle income,Latin America & Caribbean,9.92976,-84.08569,134421,-0.01
Cuba,1986,12043.1,0.64,14025,CUB,Upper middle income,Latin America & Caribbean,22.0677,-79.4995,474018,0.01
Cyprus,1986,390.326,1.56,18626,CYP,High income,Europe & Central Asia,34.8997,32.9066,19955,0.02
Czech Republic,1986,19966.4,-0.78,19820,CZE,High income,Europe & Central Asia,50.07908,14.43323,682287,-0.01
Germany,1986,124223,-1.32,30514,DEU,High income,Europe & Central Asia,52.51607,13.37699,4257031,-0.01
Djibouti,1986,330.271,4.6,3616,DJI,Lower middle income,Middle East & North Africa,11.58766,43.1448,17548,0.05
Dominica,1986,30.9585,4.61,5266,DMA,Upper middle income,Latin America & Caribbean,15.30201,-61.38607,1387,0.05
Denmark,1986,8052.36,-0.58,32181,DNK,High income,Europe & Central Asia,56.3716,9.1073,345797,-0.01
Dominican Republic,1986,5739.94,-0.18,4903,DOM,Upper middle income,Latin America & Caribbean,19.0691,-70.886,257328,0
Algeria,1986,31152.2,-1.16,10722,DZA,Upper middle income,Middle East & North Africa,28.0236,2.3609,1489812,-0.01
Ecuador,1986,10040.6,7.88,7887,ECU,Upper middle income,Latin America & Caribbean,-0.20567,-78.50875,481911,0.08
Egypt,1986,23765.7,2.54,5658,EGY,Lower middle income,Middle East & North Africa,30.04998,31.24861,1350671,0.03
Eritrea,1986,1980.79,3.5,831,ERI,Low income,Sub-Saharan Africa,15.33637,38.93661,94128,0.03
Spain,1986,30731.4,3.33,19881,ESP,High income,Europe & Central Asia,40.42028,-3.70578,1361674,0.03
Estonia,1986,2815.15,1.47,13014,EST,High income,Europe & Central Asia,58.7038,25.7374,106626,0.01
Ethiopia,1986,36199.1,4.94,635,ETH,Low income,Sub-Saharan Africa,9.01176,38.75919,1827482,0.05
Finland,1986,9348.62,0.32,25133,FIN,High income,Europe & Central Asia,63.0041,26.0223,418548,0
Fiji,1986,600.831,4.1,5545,FJI,Upper middle income,East Asia & Pacific,-17.8464,177.9148,26244,0.04
France,1986,80685.6,-1.39,26453,FRA,High income,Europe & Central Asia,48.85693,2.3412,3541985,-0.01
Gabon,1986,2553.68,-22.47,18203,GAB,Upper middle income,Sub-Saharan Africa,-0.9496,11.2691,140426,-0.22
United Kingdom,1986,122369,4.44,23516,GBR,High income,Europe & Central Asia,51.50643,-0.12721,4334694,0.04
Georgia,1986,3981.58,0.9,9633,GEO,Lower middle income,Europe & Central Asia,41.69792,44.79859,183747,0.01
Ghana,1986,6420.18,2.37,1778,GHA,Lower middle income,Sub-Saharan Africa,7.6848,-1.2504,393569,0.02
Guinea,1986,6504.3,-6.14,1077,GIN,Low income,Sub-Saharan Africa,9.51201,-13.70529,498429,-0.06
Gambia,1986,536.255,4.53,1347,GMB,Low income,Sub-Saharan Africa,13.52,-15.3748,28022,0.05
Guinea-Bissau,1986,710.623,-0.95,1626,GNB,Low income,Sub-Saharan Africa,11.80284,-14.60059,38862,-0.01
Equatorial Guinea,1986,102.99,2.63,1154,GNQ,Upper middle income,Sub-Saharan Africa,1.63472,10.46976,42323,0.03
Greece,1986,7092.87,1.15,19657,GRC,High income,Europe & Central Asia,37.97615,23.73642,321286,0.01
Grenada,1986,24.2883,-1.86,5756,GRD,Upper middle income,Latin America & Caribbean,12.111,-61.6894,1218,-0.02
Greenland,1986,22.1029,1.49,17089,GRL,High income,Europe & Central Asia,76.9917,-42.3069,788,0.01
Guatemala,1986,4590.51,1.18,5198,GTM,Upper middle income,Latin America & Caribbean,14.63173,-90.46745,255750,0.01
Guyana,1986,1367.86,7.45,3485,GUY,Upper middle income,Latin America & Caribbean,5.5936,-59.1166,82875,0.07
Honduras,1986,4128.43,0.37,3170,HND,Lower middle income,Latin America & Caribbean,14.08191,-87.2054,173026,0
Croatia,1986,3671.69,-0.63,20412,HRV,High income,Europe & Central Asia,45.80722,15.96757,169512,-0.01
Haiti,1986,3342.43,-6.89,2414,HTI,Low income,Latin America & Caribbean,18.54363,-72.33971,160218,-0.07
Hungary,1986,11046.3,-4.82,17493,HUN,High income,Europe & Central Asia,47.50623,19.06483,411305,-0.05
Indonesia,1986,227691,36.47,3646,IDN,Lower middle income,East Asia & Pacific,-6.17149,106.82753,10519804,0.36
India,1986,493758,2.77,1493,IND,Lower middle income,South Asia,18,77.21725,22110672,0.03
Ireland,1986,12927.5,0.27,17546,IRL,High income,Europe & Central Asia,53.1437,-7.7786,574419,0
Iran,1986,38360,-0.34,9675,IRN,Upper middle income,Middle East & North Africa,35.68878,51.41503,3015914,0
Iraq,1986,22009.1,13.7,11057,IRQ,Upper middle income,Middle East & North Africa,33.34209,44.39309,888427,0.14
Iceland,1986,345.744,-1.37,27379,ISL,High income,Europe & Central Asia,64.8226,-18.487,14771,-0.01
Israel,1986,1684.73,3.61,16015,ISR,High income,Middle East & North Africa,31.70425,35.2063,96404,0.04
Italy,1986,45577.7,0.21,26242,ITA,High income,Europe & Central Asia,41.90305,12.49581,1849961,0
Jamaica,1986,1096.35,5.61,6041,JAM,Upper middle income,Latin America & Caribbean,18.1938,-77.4411,49088,0.06
Jordan,1986,618.013,-2.32,9318,JOR,Upper middle income,Middle East & North Africa,31.95181,35.94042,46314,-0.02
Japan,1986,73524.8,-1.37,24116,JPN,High income,East Asia & Pacific,36.1419,138.3339,2751790,-0.01
Kazakhstan,1986,63331.2,2.81,13222,KAZ,Upper middle income,Europe & Central Asia,51.12892,71.41369,2593672,0.03
Kenya,1986,17985.8,1.87,2226,KEN,Lower middle income,Sub-Saharan Africa,-1.28352,36.8238,852195,0.02
Cambodia,1986,12881.8,6.36,792,KHM,Lower middle income,East Asia & Pacific,11.55227,104.87691,738203,0.06
Kiribati,1986,9.25627,3.41,1510,KIR,Lower middle income,East Asia & Pacific,-0.85424,169.5309,452,0.03
South Korea,1986,33973.2,1.85,7996,KOR,High income,East Asia & Pacific,39.01196,125.78686,1309908,0.02
Kuwait,1986,6511.43,1.08,42858,KWT,High income,Middle East & North Africa,29.37322,47.97143,471490,0.01
Lebanon,1986,657.793,2.27,12021,LBN,Upper middle income,Middle East & North Africa,34.1736,36.0225,33648,0.02
Liberia,1986,813.975,8.52,947,LBR,Low income,Sub-Saharan Africa,6.3521,-9.3257,40604,0.09
Libya,1986,14975.6,26.11,30572,LBY,Upper middle income,Middle East & North Africa,27.0041,17.7308,687184,0.26
Sri Lanka,1986,11854.7,-2.53,3115,LKA,Lower middle income,South Asia,6.81157,80.6104,471616,-0.03
Lesotho,1986,1162.93,1.38,1144,LSO,Lower middle income,Sub-Saharan Africa,-29.31618,27.49303,49846,0.01
Lithuania,1986,6323.09,1.47,17052,LTU,High income,Europe & Central Asia,54.69063,25.26984,239158,0.01
Luxembourg,1986,933.036,-0.27,44557,LUX,High income,Europe & Central Asia,49.6096,6.12969,42809,0
Latvia,1986,4381.15,1.32,12959,LVA,High income,Europe & Central Asia,56.94599,24.11487,161763,0.01
Morocco,1986,8638.88,7.83,3750,MAR,Lower middle income,Middle East & North Africa,32.5289,-6.0403,396546,0.08
Moldova,1986,2773.52,1.53,6466,MDA,Lower middle income,Europe & Central Asia,47.02462,28.83244,134918,0.02
Madagascar,1986,15284.2,0.15,1657,MDG,Low income,Sub-Saharan Africa,-18.90428,47.52354,707189,0
Maldives,1986,22.2975,3.01,3279,MDV,Upper middle income,South Asia,4.17525,73.50928,1219,0.03
Mexico,1986,97235.7,-1.35,11923,MEX,Upper middle income,Latin America & Caribbean,19.43196,-99.13313,4101730,-0.01
Marshall Islands,1986,3.97513,4.91,2531,MHL,Upper middle income,East Asia & Pacific,7.0862,171.84685,211,0.05
Mali,1986,7653.64,3.35,1047,MLI,Low income,Sub-Saharan Africa,12.65032,-8.00004,457743,0.03
Malta,1986,158.347,5.21,13253,MLT,High income,Middle East & North Africa,35.89353,14.51179,7623,0.05
Mongolia,1986,7423.5,5.32,3359,MNG,Lower middle income,East Asia & Pacific,47.9221,106.91772,324010,0.05
Mozambique,1986,7705,-2.81,383,MOZ,Low income,Sub-Saharan Africa,-25.97446,32.57323,425605,-0.03
Mauritania,1986,3029.41,2.77,2800,MRT,Lower middle income,Sub-Saharan Africa,18.09194,-15.97248,167771,0.03
Mauritius,1986,199.157,4.24,5944,MUS,Upper middle income,Sub-Saharan Africa,-20.16389,57.4985,9466,0.04
Malawi,1986,3263.14,0.91,594,MWI,Low income,Sub-Saharan Africa,-13.91437,33.78427,154375,0.01
Malaysia,1986,20378.4,15.56,8101,MYS,Upper middle income,East Asia & Pacific,3.14777,101.69403,1055241,0.16
Namibia,1986,2957.32,4.55,6077,NAM,Upper middle income,Sub-Saharan Africa,-22.57159,17.09075,164149,0.05
Niger,1986,3996.12,5.05,1018,NER,Low income,Sub-Saharan Africa,13.51633,2.11627,224284,0.05
Nigeria,1986,54003.2,0.47,2901,NGA,Lower middle income,Sub-Saharan Africa,9.0631,7.46179,2945375,0
Nicaragua,1986,3859.88,-7.15,3934,NIC,Lower middle income,Latin America & Caribbean,12.11721,-86.24079,210009,-0.07
Netherlands,1986,30258.3,2.71,28417,NLD,High income,Europe & Central Asia,52.3731,4.89329,1102817,0.03
Norway,1986,11715.9,1.61,41450,NOR,High income,Europe & Central Asia,59.9123,10.75,577329,0.02
Nepal,1986,19661.6,-1.99,1120,NPL,Low income,South Asia,27.69335,85.32233,878500,-0.02
New Zealand,1986,28352.7,2.31,24180,NZL,High income,East Asia & Pacific,-41.28948,174.77696,1152237,0.02
Oman,1986,5003.23,22.04,34510,OMN,High income,Middle East & North Africa,22.0906,57.0988,411797,0.22
Pakistan,1986,83224.8,9.18,2689,PAK,Lower middle income,South Asia,33.70768,73.07048,4247209,0.09
Panama,1986,2698.63,-0.32,8954,PAN,High income,Latin America & Caribbean,8.4118,-81.1375,123546,0
Peru,1986,13441.2,0.05,6923,PER,Upper middle income,Latin America & Caribbean,-7.4554,-76.4849,634521,0
Philippines,1986,42099.9,0.3,3598,PHL,Lower middle income,East Asia & Pacific,17.0167,121.1449,2006627,0
Papua New Guinea,1986,3028.78,64.41,1756,PNG,Lower middle income,East Asia & Pacific,-6.65409,144.3563,112203,0.64
Poland,1986,134604,-1.57,11429,POL,High income,Europe & Central Asia,52.22875,21.00625,4187582,-0.02
Puerto Rico,1986,1681.57,2.41,21522,PRI,High income,Latin America & Caribbean,18.2682,-66.5557,59045,0.02
North Korea,1986,23152.8,0.09,2106,PRK,Low income,East Asia & Pacific,39.9949,126.4826,814278,0
Portugal,1986,8821.44,3.81,16165,PRT,High income,Europe & Central Asia,40.6867,-7.8904,429349,0.04
Paraguay,1986,13670.2,4.29,5566,PRY,Upper middle income,Latin America & Caribbean,-25.29738,-57.62775,601516,0.04
Qatar,1986,3987.27,5.39,75482,QAT,High income,Middle East & North Africa,25.1724,51.1925,480764,0.05
Romania,1986,42195.5,-2.03,13836,ROU,Upper middle income,Europe & Central Asia,44.4343,26.10296,1412814,-0.02
Russia,1986,562391,3.99,19221,RUS,Upper middle income,Europe & Central Asia,55.75697,50,21065036,0.04
Rwanda,1986,1574.99,-0.46,989,RWA,Low income,Sub-Saharan Africa,-1.94509,30.06404,79026,0
Saudi Arabia,1986,28316.5,20.64,35239,SAU,High income,Middle East & North Africa,24.6473,46.71468,2056345,0.21
Sudan,1986,40014.9,-2.98,2130,SDN,Lower middle income,Sub-Saharan Africa,15.60867,32.53578,2386128,-0.03
Senegal,1986,4926.98,4.98,1855,SEN,Low income,Sub-Saharan Africa,15.0421,-15.0882,262359,0.05
Singapore,1986,862.137,2.17,25812,SGP,High income,East Asia & Pacific,1.29017,103.852,58858,0.02
Solomon Islands,1986,2139.33,0.95,1718,SLB,Lower middle income,East Asia & Pacific,-9.5984,160.14834,71192,0.01
Sierra Leone,1986,2530.42,0.94,1327,SLE,Low income,Sub-Saharan Africa,8.46502,-11.88553,122570,0.01
El Salvador,1986,2396.05,0.6,4434,SLV,Lower middle income,Latin America & Caribbean,13.69966,-89.20681,115315,0.01
Somalia,1986,12818.6,1,897,SOM,Low income,Sub-Saharan Africa,3.3303,44.8747,567641,0.01
Sao Tome and Principe,1986,25.499,2.87,2451,STP,Lower middle income,Sub-Saharan Africa,0.21658,6.59542,1300,0.03
Suriname,1986,1096.37,3.07,10842,SUR,Upper middle income,Latin America & Caribbean,5.82031,-55.16542,38179,0.03
Slovenia,1986,2841.59,-0.84,21819,SVN,High income,Europe & Central Asia,46.05061,14.5028,117538,-0.01
Sweden,1986,10882.6,-1.16,29138,SWE,High income,Europe & Central Asia,59.33233,18.06293,470129,-0.01
Eswatini,1986,1080.75,0.96,4943,SWZ,Lower middle income,Sub-Saharan Africa,-26.32604,31.1411,48181,0.01
Seychelles,1986,15.2125,2.9,11409,SYC,High income,Sub-Saharan Africa,-4.62311,55.45364,732,0.03
Syria,1986,4224.75,-2.51,4284,SYR,Low income,Middle East & North Africa,33.4993,36.30132,344200,-0.03
Chad,1986,7548.51,4.12,1122,TCD,Low income,Sub-Saharan Africa,15.5748,18.7182,457336,0.04
Togo,1986,2313.93,3.89,1440,TGO,Low income,Sub-Saharan Africa,8.4736,1.00643,130390,0.04
Thailand,1986,83951.7,-2.95,4356,THA,Upper middle income,East Asia & Pacific,13.75336,100.50483,3688811,-0.03
Tajikistan,1986,3714.06,1.67,4075,TJK,Low income,Europe & Central Asia,38.56791,68.77156,159714,0.02
Turkmenistan,1986,26308.9,4.27,9216,TKM,Upper middle income,Europe & Central Asia,37.95055,58.38555,924698,0.04
Timor-Leste,1986,333.915,0.47,955,TLS,Lower middle income,East Asia & Pacific,-8.89242,125.7582,20213,0
Tonga,1986,55.95,4.05,3698,TON,Upper middle income,East Asia & Pacific,-21.13369,-175.20361,2348,0.04
Trinidad and Tobago,1986,3213.97,-1.96,14682,TTO,High income,Latin America & Caribbean,10.459,-61.2323,230252,-0.02
Tunisia,1986,3769.7,1.52,5002,TUN,Lower middle income,Middle East & North Africa,36.80002,10.1827,210882,0.02
Turkey,1986,41535.3,3.47,9556,TUR,Upper middle income,Europe & Central Asia,39.94292,32.86049,2134964,0.03
Tanzania,1986,19893.2,-0.46,1389,TZA,Low income,Sub-Saharan Africa,-6.17349,35.74653,1056588,0
Uganda,1986,10921.8,3.08,695,UGA,Low income,Sub-Saharan Africa,0.32537,32.58701,556449,0.03
Ukraine,1986,104519,0.99,10346,UKR,Lower middle income,Europe & Central Asia,50.45058,30.52428,3869662,0.01
Uruguay,1986,16473.1,0.51,9169,URY,High income,Latin America & Caribbean,-34.87417,-56.16293,763890,0.01
United States,1986,598844,-0.5,33899,USA,High income,North America,38.89037,-100,25000568,-0.01
Uzbekistan,1986,29513,2.62,3271,UZB,Lower middle income,Europe & Central Asia,41.32051,69.30666,1389366,0.03
"Venezuela, RB",1986,38092.6,4.5,14092,VEN,Upper middle income,Latin America & Caribbean,7.1784,-65.2638,1958077,0.05
Vietnam,1986,58737.8,0.15,1354,VNM,Lower middle income,East Asia & Pacific,21.0289,105.85465,3060610,0
Vanuatu,1986,182.873,3.47,2566,VUT,Lower middle income,East Asia & Pacific,-17.73418,168.32094,9186,0.03
Samoa,1986,107.254,9.42,3818,WSM,Upper middle income,East Asia & Pacific,-13.624,-172.4482,4470,0.09
Yemen,1986,2778.21,2.62,3495,YEM,Low income,Middle East & North Africa,15.35318,44.21954,199326,0.03
South Africa,1986,48154.9,0.53,10474,ZAF,Upper middle income,Sub-Saharan Africa,-25.74587,28.18763,2208620,0.01
Zambia,1986,15331.2,-5.02,2579,ZMB,Lower middle income,Sub-Saharan Africa,-15.42555,28.27877,827070,-0.05
Zimbabwe,1986,8146.19,4.48,2357,ZWE,Low income,Sub-Saharan Africa,-17.82438,31.05,368583,0.04
Aruba,1987,14.3017,3.28,26876,ABW,High income,Latin America & Caribbean,12.52368,-70.03487,515,0.03
Afghanistan,1987,7485.19,0.95,1230,AFG,Low income,South Asia,34.53156,69.12535,418090,0.01
Angola,1987,20493,29.04,4319,AGO,Lower middle income,Sub-Saharan Africa,-12.3329,16.8309,768497,0.29
Albania,1987,2496.97,5.42,4294,ALB,Upper middle income,Europe & Central Asia,41.32233,19.82516,100147,0.05
United Arab Emirates,1987,12880.4,-4.33,101308,ARE,High income,Middle East & North Africa,23.4997,54.1571,824537,-0.04
Argentina,1987,95248.5,0.66,9936,ARG,High income,Latin America & Caribbean,-34.60851,-58.37349,4137984,0.01
Armenia,1987,1646.58,0.85,3872,ARM,Upper middle income,Europe & Central Asia,40.17334,44.51461,97866,0.01
Antigua and Barbuda,1987,37.4902,0.5,14027,ATG,High income,Latin America & Caribbean,17.0852,-61.8118,1516,0.01
Australia,1987,103771,-4.95,26969,AUS,High income,East Asia & Pacific,-35.30655,149.12656,4907976,-0.05
Austria,1987,10168.7,-0.75,28136,AUT,High income,Europe & Central Asia,48.20255,16.3688,399006,-0.01
Azerbaijan,1987,11020.6,3.16,8679,AZE,Upper middle income,Europe & Central Asia,40.4299,47.4369,459643,0.03
Burundi,1987,1598.36,0.15,1032,BDI,Low income,Sub-Saharan Africa,-3.36014,29.36907,79489,0
Belgium,1987,13297.9,-2.41,27813,BEL,High income,Europe & Central Asia,50.84839,4.34969,520579,-0.02
Benin,1987,3967.14,5.01,1429,BEN,Low income,Sub-Saharan Africa,6.48771,2.61353,193598,0.05
Burkina Faso,1987,6375.34,3.16,857,BFA,Low income,Sub-Saharan Africa,11.58778,-2.47413,345405,0.03
Bangladesh,1987,86484.1,-1.88,1196,BGD,Lower middle income,South Asia,23.71321,90.39957,3878389,-0.02
Bulgaria,1987,15485.2,1.57,10646,BGR,Upper middle income,Europe & Central Asia,42.69717,23.32435,569442,0.02
Bahrain,1987,1616.34,0.35,28401,BHR,High income,Middle East & North Africa,26.22954,50.576,83450,0
"Bahamas, The",1987,124.679,4.27,24818,BHS,High income,Latin America & Caribbean,24.6591,-78.006,6464,0.04
Bosnia and Herzegovina,1987,4558.4,0.72,3471,BIH,Upper middle income,Europe & Central Asia,43.85944,18.43576,139892,0.01
Belarus,1987,17804.6,2.38,7896,BLR,Upper middle income,Europe & Central Asia,53.90255,27.5631,657045,0.02
Belize,1987,148.371,3.57,4083,BLZ,Upper middle income,Latin America & Caribbean,17.25414,-88.77046,6931,0.04
Bolivia,1987,22567.2,20.7,3551,BOL,Lower middle income,Latin America & Caribbean,-16.4989,-68.13313,906897,0.21
Brazil,1987,313604,8.42,11267,BRA,Upper middle income,Latin America & Caribbean,-15.77843,-47.92866,14049996,0.08
Barbados,1987,109.174,1.11,12828,BRB,High income,Latin America & Caribbean,13.11202,-59.61269,4667,0.01
Brunei,1987,3649.84,11.27,81711,BRN,High income,East Asia & Pacific,4.8919,114.94044,163011,0.11
Bhutan,1987,952.427,2.09,1948,BTN,Lower middle income,South Asia,27.4682,89.66189,43578,0.02
Botswana,1987,4946.03,26.29,6393,BWA,Upper middle income,Sub-Saharan Africa,-24.65527,25.91907,198601,0.26
Central African Republic,1987,28833.8,8.38,942,CAF,Low income,Sub-Saharan Africa,6.61404,20.65731,1720740,0.08
Canada,1987,74144.6,1.2,30288,CAN,High income,North America,45.42179,-75.69119,3779435,0.01
Switzerland,1987,5630.65,-0.49,42914,CHE,High income,Europe & Central Asia,46.94843,7.44046,227834,0
Chile,1987,11351,2.6,7851,CHL,High income,Latin America & Caribbean,-33.43724,-70.65002,614035,0.03
China,1987,940693,1.63,1652,CHN,Upper middle income,East Asia & Pacific,39.90469,116.40708,45917251,0.02
Cameroon,1987,14006.8,-1.03,3526,CMR,Lower middle income,Sub-Saharan Africa,3.86796,11.51695,568560,-0.01
Colombia,1987,47576.8,4.9,7158,COL,Upper middle income,Latin America & Caribbean,4.61495,-74.06938,2178243,0.05
Comoros,1987,170.92,0.03,1687,COM,Low income,Sub-Saharan Africa,-11.69219,43.25921,8571,0
Cabo Verde,1987,67.9102,7.72,1538,CPV,Lower middle income,Sub-Saharan Africa,17.0545,-25.17401,3792,0.08
Costa Rica,1987,3828.49,-0.32,6984,CRI,Upper middle income,Latin America & Caribbean,9.92976,-84.08569,134421,0
Cuba,1987,11949.2,-0.78,13805,CUB,Upper middle income,Latin America & Caribbean,22.0677,-79.4995,474018,-0.01
Cyprus,1987,403.436,3.36,19748,CYP,High income,Europe & Central Asia,34.8997,32.9066,19955,0.03
Czech Republic,1987,19912.5,-0.27,19884,CZE,High income,Europe & Central Asia,50.07908,14.43323,682287,0
Germany,1987,120704,-2.83,30986,DEU,High income,Europe & Central Asia,52.51607,13.37699,4257031,-0.03
Djibouti,1987,351.946,6.56,3532,DJI,Lower middle income,Middle East & North Africa,11.58766,43.1448,17548,0.07
Dominica,1987,34.3199,10.86,5720,DMA,Upper middle income,Latin America & Caribbean,15.30201,-61.38607,1387,0.11
Denmark,1987,7980.61,-0.89,32297,DNK,High income,Europe & Central Asia,56.3716,9.1073,345797,-0.01
Dominican Republic,1987,5793.44,0.93,5169,DOM,Upper middle income,Latin America & Caribbean,19.0691,-70.886,257328,0.01
Algeria,1987,31458,0.98,10378,DZA,Upper middle income,Middle East & North Africa,28.0236,2.3609,1489812,0.01
Ecuador,1987,9885.96,-1.54,7189,ECU,Upper middle income,Latin America & Caribbean,-0.20567,-78.50875,481911,-0.02
Egypt,1987,24594.9,3.49,5774,EGY,Lower middle income,Middle East & North Africa,30.04998,31.24861,1350671,0.03
Eritrea,1987,1942.33,-1.94,915,ERI,Low income,Sub-Saharan Africa,15.33637,38.93661,94128,-0.02
Spain,1987,29762.4,-3.15,20953,ESP,High income,Europe & Central Asia,40.42028,-3.70578,1361674,-0.03
Estonia,1987,2861.05,1.63,13144,EST,High income,Europe & Central Asia,58.7038,25.7374,106626,0.02
Ethiopia,1987,35129.1,-2.96,700,ETH,Low income,Sub-Saharan Africa,9.01176,38.75919,1827482,-0.03
Finland,1987,9395.54,0.5,26086,FIN,High income,Europe & Central Asia,63.0041,26.0223,418548,0.01
Fiji,1987,607.871,1.17,5160,FJI,Upper middle income,East Asia & Pacific,-17.8464,177.9148,26244,0.01
France,1987,78600.8,-2.58,26963,FRA,High income,Europe & Central Asia,48.85693,2.3412,3541985,-0.03
Gabon,1987,2428.13,-4.92,16383,GAB,Upper middle income,Sub-Saharan Africa,-0.9496,11.2691,140426,-0.05
United Kingdom,1987,120732,-1.34,24551,GBR,High income,Europe & Central Asia,51.50643,-0.12721,4334694,-0.01
Georgia,1987,4043.01,1.54,9670,GEO,Lower middle income,Europe & Central Asia,41.69792,44.79859,183747,0.02
Ghana,1987,6733.1,4.87,1813,GHA,Lower middle income,Sub-Saharan Africa,7.6848,-1.2504,393569,0.05
Guinea,1987,6721.07,3.33,1085,GIN,Low income,Sub-Saharan Africa,9.51201,-13.70529,498429,0.03
Gambia,1987,559.066,4.25,1371,GMB,Low income,Sub-Saharan Africa,13.52,-15.3748,28022,0.04
Guinea-Bissau,1987,717.47,0.96,1562,GNB,Low income,Sub-Saharan Africa,11.80284,-14.60059,38862,0.01
Equatorial Guinea,1987,104.78,1.74,1161,GNQ,Upper middle income,Sub-Saharan Africa,1.63472,10.46976,42323,0.02
Greece,1987,7283.16,2.68,19575,GRC,High income,Europe & Central Asia,37.97615,23.73642,321286,0.03
Grenada,1987,24.0408,-1.02,6341,GRD,Upper middle income,Latin America & Caribbean,12.111,-61.6894,1218,-0.01
Greenland,1987,22.4624,1.63,17848,GRL,High income,Europe & Central Asia,76.9917,-42.3069,788,0.02
Guatemala,1987,4686.2,2.08,5225,GTM,Upper middle income,Latin America & Caribbean,14.63173,-90.46745,255750,0.02
Guyana,1987,1463.81,7.01,3551,GUY,Upper middle income,Latin America & Caribbean,5.5936,-59.1166,82875,0.07
Honduras,1987,4177.2,1.18,3240,HND,Lower middle income,Latin America & Caribbean,14.08191,-87.2054,173026,0.01
Croatia,1987,3756.72,2.32,20085,HRV,High income,Europe & Central Asia,45.80722,15.96757,169512,0.02
Haiti,1987,3303.77,-1.16,2346,HTI,Low income,Latin America & Caribbean,18.54363,-72.33971,160218,-0.01
Hungary,1987,11058.2,0.11,17811,HUN,High income,Europe & Central Asia,47.50623,19.06483,411305,0
Indonesia,1987,330665,45.23,3775,IDN,Lower middle income,East Asia & Pacific,-6.17149,106.82753,10519804,0.45
India,1987,498274,0.91,1525,IND,Lower middle income,South Asia,18,77.21725,22110672,0.01
Ireland,1987,12863.1,-0.5,18385,IRL,High income,Europe & Central Asia,53.1437,-7.7786,574419,0
Iran,1987,39993.9,4.26,9335,IRN,Upper middle income,Middle East & North Africa,35.68878,51.41503,3015914,0.04
Iraq,1987,22225.5,0.98,13010,IRQ,Upper middle income,Middle East & North Africa,33.34209,44.39309,888427,0.01
Iceland,1987,336.845,-2.57,29335,ISL,High income,Europe & Central Asia,64.8226,-18.487,14771,-0.03
Israel,1987,1746.38,3.66,16871,ISR,High income,Middle East & North Africa,31.70425,35.2063,96404,0.04
Italy,1987,45851.4,0.6,27304,ITA,High income,Europe & Central Asia,41.90305,12.49581,1849961,0.01
Jamaica,1987,1100.91,0.42,6481,JAM,Upper middle income,Latin America & Caribbean,18.1938,-77.4411,49088,0
Jordan,1987,676.797,9.51,9244,JOR,Upper middle income,Middle East & North Africa,31.95181,35.94042,46314,0.1
Japan,1987,69948,-4.86,25018,JPN,High income,East Asia & Pacific,36.1419,138.3339,2751790,-0.05
Kazakhstan,1987,63247.1,-0.13,13166,KAZ,Upper middle income,Europe & Central Asia,51.12892,71.41369,2593672,0
Kenya,1987,18103.2,0.65,2275,KEN,Lower middle income,Sub-Saharan Africa,-1.28352,36.8238,852195,0.01
Cambodia,1987,12895.9,0.11,920,KHM,Lower middle income,East Asia & Pacific,11.55227,104.87691,738203,0
Kiribati,1987,9.5605,3.29,1421,KIR,Lower middle income,East Asia & Pacific,-0.85424,169.5309,452,0.03
South Korea,1987,33767.1,-0.61,9096,KOR,High income,East Asia & Pacific,39.01196,125.78686,1309908,-0.01
